Igbo,English
Nwakali sonyeere Camp Eagles Olympic n'ihu 2019 U-23 Finals AFCON,Nwakali Joins Olympic Eagles’ Camp Ahead 2019 U-23 AFCON Finals
Njikọ egwuregwu Arsenal vs Vitoria SC Europa League,Arsenal vs Vitoria SC Europa League Match Preview
Super Eagles dapụrụ site na 34 ruo 35 n'ọnwa Ọktoba FIFA World Ranking; Ka nke atọ na Africa,Super Eagles Drop From 34th To 35th In October FIFA World Ranking; Still 3rd In Africa
"Onye nkuzi Barca Valverde na-eme ememme Talismanic Messi ""Onye nwere ike ikpebi egwuregwu ọ bụla""",Barca Coach Valverde Celebrates Talismanic Messi “Who Can Decide Any Game”
Ajax vs Chelsea UCL ntụle ntụle,Ajax vs Chelsea UCL Match Preview
TIjani: Golden Eaglets dị mma iji nweta aha U-17 World Cup,TIjani: Golden Eaglets Good Enough To Win U-17 World Cup Title
"Amadi: Ugo enweghi nsogbu n'ichebe ihe mgbaru ọsọ, Uzoho ga-alọghachi","Amadi: Eagles Have No Goalkeeping Problem, Uzoho Will Be Back"
Garba : Golden Eaglets dị njikere imeri ụwa ọzọ,Garba : Golden Eaglets Ready To Conquer The World Again
Ndị ìsì enweghị obi ụtọ na ọganihu Chelsea ma e jiri ya tụnyere mgba Man United,Blind Unhappy With Chelsea Progress Compared To Man United’s Struggles
"U-17 World Cup: Golden Eaglets bịarutere Giaonia, dị njikere maka ọgụ Hungary","U-17 World Cup: Golden Eaglets Arrive Giaonia, Ready For Hungary Clash"
Arsenal ka njọ n'okpuru Emery- Carragher,Arsenal Worse Under Emery- Carragher
Amapakabo nwere nchekwube dị ka Eagles Olympic maliteghachi ọzụzụ n'ihu U-23 AFCON Title Defense,Amapakabo Optimistic As Olympic Eagles Resume Training Ahead U-23 AFCON Title Defence
Abraham nwere obi ụtọ na mmekorita Hudson-Odoi,Abraham Happy With Hudson-Odoi Partnership
FIFA na-amalite ule MRI Random na otu Brazil 2019; Senegal agọnarị inwe ndị egwuregwu karịrị akarị,FIFA Begins Random MRI Test On Brazil 2019 Teams; Senegal Deny Having Overage Players
Garba na-ebuga Golden Eaglets gaa klaasị ka e meriri ya na Japan,Garba Takes Golden Eaglets To Classroom After Defeat To Japan
Aribo: Rangers ga-adị jụụ iji merie Celtics ka ọ bụrụ aha Njikọ Scottish,Aribo: Rangers Must Remain Calm To Beat Celtics To Scottish League Title
Golden Eaglets meriri Japan 1-0 n'egwuregwu ikpo ọkụ ikpeazụ n'ihu U-17 World Cup,Golden Eaglets Lose 1-0 To Japan In Final Warm-up Game Ahead U-17 World Cup
Mịnịsta na-ahụ maka egwuregwu ewepụtala kọmitii nyocha ụbọchị Mọnde na Mgbasa Ozi Doha 2019 nke Nigeria,Sports Minister Inaugurates Probe Committee Monday On Team Nigeria’s Doha 2019 Campaign
"Super Eagles B Striker, Alimi: Anyị enweghị ihu ọma megide Togo","Super Eagles B Striker, Alimi: We Were Unlucky Against Togo"
Bonfrere: Ihe kpatara Super Eagles B ji kụrie Togo na mkpokọta,Bonfrere: Why Super Eagles B Failed To Beat Togo On Aggregate
Imama Rues Home-Eagles erughị eru maka CHAN 2020,Imama Rues Home-Eagles Failure To Qualify For CHAN 2020
"Super Eagles B meriri 4-3 na mkpokọta na Togo, ihe mberede na CHAN 2020","Super Eagles B Lose 4-3 On Aggregate To Togo, Crash Out of CHAN 2020"
Lampard wepụrụ ego mgbazinye January maka Pulisic,Lampard Rules Out January Loan For Pulisic
Okoye: Awụsara m anya mmiri nke ọṅụ ka Brazil - Nigeria gbakọrọ,Okoye: I Shed Tears Of Joy After Brazil – Nigeria Match
"Garba Aha Tijani, Ubani, Amoo 18 Ndị ọzọ Maka Iko Mbaụwa U-17","Garba Names Tijani, Ubani, Amoo 18 Others For U-17 World Cup"
"Villarreal Chukwueze, Atletico Madrid ga-agba egwu LaLiga na Miami","Chukwueze’s Villarreal, Atletico Madrid To Play LaLiga Match In Miami"
"Imama Na-akpọ Ezenwa, Alimi, Udoh 17 Others For Togo Clash","Imama Names Ezenwa, Alimi, Udoh 17 Others For Togo Clash"
Nwa Eto'o Pineda wepụrụ na Cameroon U-17 World Cup Squad,Eto’o’s Son Pineda Dropped From Cameroon U-17 World Cup Squad
Golden Eaglets Edge si South Korea 4-2 n'egwuregwu na-ekpo ọkụ,Golden Eaglets Edge Out South Korea 4-2 In Warm-up Game
Uzoho chere ihu ogologo oge na ikpere gbajiri agbaji; Omonia chọrọ mgbake ngwa ngwa Goalie,Uzoho Faces Long Layoff With Ruptured Knee; Omonia Wish Goalie Speedy Recovery
"CHAN 2020: Amapakabo Upbeat Home Ugo nwere ike tugharia mperi 4-1, merie Togo na Lagos","CHAN 2020: Amapakabo Upbeat Home Eagles Can Overturn 4-1 Deficit, Beat Togo In Lagos"
Eagles meghere ama egwuregwu Ogbemudia a rụzigharịrị megide Benin na 2021 Qualifiier AFCON,Eagles Open Refurbished Ogbemudia Stadium Against Benin In 2021 AFCON Qualifiier
Rohr: Super Eagles na Aribo siri ike ugbu a,Rohr: Super Eagles Now Stronger With Aribo
Golden Eaglets meriri Sao Paulo 2-1 na asọmpi iko mba ụwa,Golden Eaglets Lose 2-1 To Sao Paulo In World Cup Warm-up
Neymar pụrụ izuụka anọ ka mmerụ ahụ merụrụ ahụ megide Super Eagles,Neymar Out For Four Weeks After Suffering Harmstring Injury Against Super Eagles
"Rohr kwara ụta maka mmerụ ahụ Uzoho mere, kọwara ihe kpatara o jiri họrọ Maduka n'ihu Ezenwa.","Rohr Regrets Uzoho’s Injury, Explains Why He Picked Maduka Ahead Of Ezenwa"
"Iroha: Ugo gosiri agwa, Òtù Na-emegide Brazil","Iroha: Eagles Showed Character, Organization Against Brazil"
Uzoho kwere nkwa na ọ ga-agbaghachi ike site na nkwụghachi azụ mmerụ ahụ,Uzoho Vows To Bounce Back Stronger From Injury Setback
Tite nwere obi ụtọ na arụmọrụ Brazil n'agbanyeghị eserese ọzọ na-akụda mmụọ Vs Nigeria,Tite Pleased With Brazil Performance Despite Another Disappointing Draw Vs Nigeria
Aribo nwere obi ụtọ ịga n'ihu inye ndị Super Eagles ọtụtụ ugboro,Aribo Thrilled To Continue Scoring Streak For Super Eagles
Adepoju kelere ọmarịcha ngosi Super Eagles na asọmpi megide Brazil,Adepoju Hails Impressive Super Eagles Display In Draw Against Brazil
Ndidi Revels Na Super Eagles Draw Vs Brazil,Ndidi Revels In Super Eagles Draw Vs Brazil
Aribo na ebumnuche ọzọ ka Brazil jide ugo na enyi,Aribo On Target Again As Brazil Hold  Eagles In Friendly
"Osimhen na-edu Super Eagles Attack Vs Brazil, Awaziem, Aribo, Simon also Start","Osimhen Leads Super Eagles Attack Vs Brazil,  Awaziem,  Aribo, Simon Also Start"
Neymar na Firmino ga-edu ndị Brazil ọgụ megide Super Eagles,"Neymar, Firmino To Lead Brazil Attack Against Super Eagles"
Xavier: Super Eagles siri ike karịa Senegal,Xavier: Super Eagles Stronger Opponent Than Senegal
Ntozu CHAN 2020: Home-Eagles ga-eche Togo ihu na Agege ka Imama na-agbakọta otu egwuregwu ọhụrụ.,CHAN 2020 Qualifier: Home-Eagles To Face Togo In Agege As Imama Beefs Up Team With New Players
"Awaziem, Simon Ga-amalite megide Brazil, Aribo were Ebe Etebo","Awaziem, Simon To Start Against Brazil, Aribo Takes Etebo’s Spot"
Tite: Ọ na-ewute m na Brazil kwesịrị igwu egwu nke ọma,Tite: I’m Worried Brazil Needs To Play Better
Troost- Ekong : Ugo na-asọpụrụ Brazil mana atụla ha egwu,Troost- Ekong : Eagles Respect Brazil But Don’t Fear Them
Ndidi: Ezigbo ohere enyi na Brazil iji gosi na anyị bụ akụkụ kacha elu,Ndidi: Brazil Friendly Good Chance To Prove We Are A Top Side
Rohr: Ihe ngosi dị mma Vs Brazil mara mma maka ntụkwasị obi Super Eagles,Rohr: Good Showing Vs Brazil Great For Super Eagles Confidence
Casemiro: Anyị ga-egosi ezi àgwà anyị megide Naijiria,Casemiro: We Will Show Our True Quality Against Nigeria
Okoye nwere obi ụtọ ime Super Eagles Squad maka enyi na enyi Brazil,Okoye Happy To Make Super Eagles Squad For Brazil Friendly
Rohr nwere ike hapụ Super Eagles ka emechara enyi na enyi Brazil maka ụgwọ ọnwa akwụghị ụgwọ,Rohr May Dump Super Eagles After Brazil Friendly Over Unpaid Wages
Tite: Anyị ga-emerịrị ike anyị iji merie Super Eagles,Tite: We Must Be At Our Best To Beat Super Eagles
"NFF gọnarịrị ụgwọ ọnwa Rohr iji nweta ụgwọ ọnwa atọ, nabata arụkwaghịm Dennerby","NFF Denies Owing Rohr Three Months Salary, Accepts Dennerby’s Resignation"
"Aribo, Agha Azeez maka mmalite Spot vs Brazil","Aribo, Azeez Battle For Starting Spot Vs Brazil"
Klopp na-enyocha onye njikwa Premier League nke ọnwa maka Septemba,Klopp Scoops Premier League Manager Of The Month For September
Ụmụ akwụkwọ na-ekiri Super Eagles Oge nkuzi zuru oke na Singapore,School Children Watch Super Eagles First Full Training Session In Singapore
Aubameyang bụ onye ọkpụkpọ Premier League nke ọnwa Septemba,Aubameyang Named Premier League Player Of The Month For September
"Rohr ji $150,000 ụgwọ ọnwa atọ site n'aka NFF","Rohr Owed $150,000 Three Months Salary By The NFF"
Dennerby gbara arụkwaghịm dị ka onye nchịkwa Super Falcons,Dennerby Resigns As Super Falcons Coach
Ala Golden Eaglets na Brazil Maka FIFA U-17 iko mba ụwa,Golden Eaglets Land In Brazil For FIFA U-17 World Cup
Ndị Super Eagles ga-azụ ọzụzụ ugboro abụọ n'ihu asọmpi Brazil,Super Eagles To Train Twice Friday Ahead Brazil Showdown
Etebo apụọla Super Eagles na Brazil enyi na enyi,"Etebo Ruled Out Of Super Eagles, Brazil Friendly"
"Ụmụ nwanyị Iran ga-eru eru maka asọmpi Iko Mbaụwa, mechie Mpụga afọ 40","Iranian Women Attend World Cup Qualifier, End 40-Year Exile"
Senegal jide Brazil ka Neymar mere akụkọ ihe mere eme,Senegal Hold Brazil As Neymar Makes History
"Abdullahi, Collins rutere Super Eagles Camp na Singapore , Etebo ka na-atụ anya ya","Abdullahi, Collins Arrive Super Eagles Camp In Singapore , Etebo Still Expected"
Neymar gbara ụlọ akụ na Singapore ' chioma' iji nye ọtụtụ ihe mgbaru ọsọ maka Brazil,Neymar Banks On Singapore ‘Luck’ To Score More Goals For Brazil
Onye nkuzi enyemaka Brazil Xavier: Iwobi bụ onye egwu Naịjirịa,Brazil Assistant Coach Xavier: Iwobi Is Nigeria’s Danger Man
Ndị egwuregwu 19 batara Camp ka Super Eagles na-eme ọzụzụ mbụ Tọzdee n'ihu enyi na enyi Brazil,19 Players Arrive Camp As Super Eagles Hold First Training Thursday Ahead Brazil Friendly
"Ndị ọrụ Super Eagles mechara nata visa, pụọ na Singapore","Super Eagles Official Finally Receive Visas, Off To Singapore"
Solomon-Otabor nwere obi ụtọ maka ịkpọku Super Eagles,Solomon-Otabor  Thrilled  With Super Eagles Call-Up
Marquinhos: Brazil kwesịrị ịkpachara anya maka Osimhem dị ize ndụ,Marquinhos: Brazil Must Be Wary Of Dangerous Osimhem
"Ndidi, Iwobi, Troost-Ekong Storm Singapore For Brazil Friendly","Ndidi, Iwobi, Troost-Ekong Storm Singapore For Brazil Friendly"
"Aina chịrị na Super Eagles, enyi na enyi Brazil n'ihi mmerụ ahụ","Aina Ruled Out Of Super Eagles , Brazil Friendly Due To Injury"
"Oge igbu oge Visa na-eyi Super Eagles egwu, enyi na enyi Brazil","Visa Delay Threatens Super Eagles, Brazil Friendly"
Abraham kwere nkwa na ọ ga-eji ciment England,Abraham Vows To Cement England Place
Emenalo: M gbara mbọ ka m mee ka ụlọ akwụkwọ Chelsea mechie,Emenalo: I Fought Hard To Keep Chelsea’s Academy  From Closing
Tomori: Ọ siri ike ịgbada England,Tomori : It Was Difficult To Turn Down England
Super Eagles bịarutere Singapore Wenezde maka egwuregwu enyi na enyi Brazil,Super Eagles Arrive Singapore Wednesday For Brazil Friendly
Brazil na-eme mmemme ọzụzụ mbụ na Kalang n'ihu Super Eagles enyi na enyi,Brazil Hold First Training Session In Kallang Ahead Super Eagles Friendly
"Super Falcons ji CIV mee na Lagos, na Tokyo 2020 bọọlụ ụmụ nwanyị","Super Falcons Held By CIV In Lagos, Out Of Tokyo 2020 Women’s Football"
"Nigeria Woo Chelsea Youngster Ugbo After Missing Out On Abraham, Tomori","Nigeria Woo Chelsea Youngster Ugbo After Missing Out On Abraham, Tomori"
Brume 'nwere obi ụtọ' iji nweta naanị nrite Naịjirịa na asọmpi IAAF nke 2019,Brume ‘Super Excited’ To Win Nigeria’s Only Medal At 2019 IAAF World Championships
"Neymar, Firmino, Richarlison Storm Brazil n'ihu ọgụ Super Eagles","Neymar, Firmino, Richarlison Storm Brazil Camp Ahead Super Eagles Clash"
Amusan Nganga nke ihe ngosi kacha mma nkeonwe na asọmpi ụwa 2019 IAAF,Amusan Proud Of Personal Best Showing At 2019 IAAF World Championships
Ronaldo turu ugo na Juventus' Derby d'Itali meriri Inter Milan,Ronaldo Revels In Juventus’ Derby d’ Italia Win Against Inter Milan
"Rohr Aka Solomon-Otabor Nkume ikpeazụ maka Super Eagles, enyi na enyi Brazil","Rohr Hands Solomon-Otabor Late Invitation For Super Eagles, Brazil Friendly"
Lampard kelere 'ihe mgbaru ọsọ Abraham dị ịtụnanya' na mmeri Chelsea 4-1 na Southampton,Lampard Hails ‘Incredible Abraham’s Goal’ In Chelsea’s 4-1 Win At Southampton
"Onye minista egwuregwu Dare Hails Brume, Amusan; Ọ dịghị Jamboree na-ekwu na Tokyo 2020 Olympics","Sports Minister Dare Hails Brume, Amusan; Says No Jamboree To Tokyo 2020 Olympics"
Ụwa nke 17 nke IAAF: Brume na-amali elu ka ọ na-amali ọla ka Amusan na-agba ọsọ na njedebe ikpeazụ.,17th IAAF Worlds: Brume Leaps To Long Jump Bronze As Amusan Falters At Final Hurdle
EPL: Abraham Na Ezubere Ka Chelsea Thrash Soton 4-1; Wolves na-ama Man City na Etihad,EPL: Abraham On Target As Chelsea Thrash Soton 4-1; Wolves Shock Man City At Etihad
Iko WAFU 2019: Ugo ụlọ na-akụtu ka ha merichara Cape Verde,2019 WAFU Cup: Home Eagles Crash Out After Defeat Against Cape Verde
"Onye isi nka nka AFN, Adeleye jụrụ ajụjụ banyere Doha 2019 Ihere; Iche Kọmiti Pụrụ Iche ihu","AFN Technical Director, Adeleye Queried Over Doha 2019 Show Of Shame; To Face Special Committee"
"Ụwa 17th IAAF: Brume na-amali na ngwụcha ngwụcha ogologo, Amusan ruru eru maka 100m Hurdles Semis","17th IAAF Worlds: Brume Leaps Into Long Jump Final, Amusan Qualifies for 100m Hurdles Semis"
Ebuehi dochie Omeruo merụrụ ahụ na ndị otu Super Eagles maka egwuregwu enyi na Brazil,Ebuehi Replaces Injured Omeruo In Super Eagles Squad For Brazil Friendly
"Amusan, Brume malitere ọrụ nzọpụta maka otu Nigeria na Doha 2019 100m nsogbu, ogologo na-awụlikwa elu.","Amusan, Brume Begin Salvage Mission For Team Nigeria In Doha 2019 100m Hurdles, Long Jump"
Asọmpi mba ụwa IAAF: Ọhụụ ka ukwuu ka ndị otu mgbagharị 4x100m nke Nigeria na-akụtu,IAAF World Championships: More Woes As Nigeria’s 4x100m Relay Teams Crash Out
"Lampard dọrọ Abraham, Tomori aka na ntị megide mkpesa mgbe akpọchara England","Lampard Warns Abraham, Tomori  Against Complacency  After England Call-up"
Ụwa IAAF nke iri na asaa: Enekwechi abụrụ onye Naijiria nke mbụ ga-erute n'ikpeazụ; 17x1m Relays Were ogbo etiti,17th IAAF Worlds: Enekwechi Becomes 1st Nigerian To Reach Shot Put Final; 4x100m Relays Take Centre Stage
Garba: Golden Eaglets adịbeghị njikere maka 2019 FIFA U-17 World Cup,Garba: Golden Eaglets Not Yet Ready For 2019 FIFA U-17 World Cup
"U-23 AFCON: Nigeria gbara South Africa, Zambia, Cote d'l voire N'ime Group B","U-23 AFCON: Nigeria Draw South Africa, Zambia, Cote d’l voire In Group B"
"Enekwechi malitere ịchọ ihe nrite akụkọ ihe mere eme: Olatoye, Onyekwere Crash Out","Enekwechi Begins Quest For Historic Medal: Olatoye, Onyekwere Crash Out"
Onye ọka ikpe Singapore Foo ga-achị ndị Super Eagles na enyi na enyi Brazil,"Singaporean Referee Foo To Officiate Super Eagles, Brazil Friendly"
Ntozu Tokyo 2020: Super Falcons Coach Danjuma na-ezube imeri megide CIV,Tokyo 2020 Qualifiers: Super Falcons Coach Danjuma Targets Away Win Against CIV
Njikọ Njikọ nke English,English Premier League Clubs
CAF weputara $2.5m Champions League ihe nrite ego maka Esperance,CAF Release $2.5m Champions League Winners Prize Money To Esperance
"Rohr: Abraham, Tomori anọghị na atụmatụ m ugbu a","Rohr: Abraham, Tomori Are Not In My Plans For Now"
"UCL: Ronaldo nhata ndekọ ọzọ, Bayern Munich Thrash Tottenham","UCL: Ronaldo Equals Another Record, Bayern Munich Thrash Tottenham"
"Ụwa IAAF nke iri na asaa: Olatoye, Onyekwere ga-emere Naijiria akụkọ ihe mere eme n'agba ụmụ nwanyị, kparịta ụka.","17th IAAF Worlds: Olatoye, Onyekwere Set To Make History For Nigeria In Women’s Shot Put, Discus"
Mane na-ekwurịta ọbụbụenyi na Salah Mgbe Pitch Row; Ọ na-achọsi ike ihu Club Salzburg mbụ,Mane Talks Up Friendship With Salah After Pitch Row; Eager To Face Former Club Salzburg
"Abraham dị njikere ịnakwere òkù, nọchite anya England n'ọkwa Senior","Abraham Ready To Accept Invitation, Represent England At Senior Level"
"Super Eagles Stars, NFF na-eme emume ncheta afọ iri ise na itoolu nke Nigeria nwere nnwere onwe","Super Eagles Stars, NFF Celebrate Nigeria’s 59th Independence Anniversary"
Kanu: Super Eagles ga-agbarịrị Brazil enyi na enyi dịka asọmpi iko mba ụwa,Kanu: Super Eagles Must Play Brazil Friendly Like World Cup Match
Amadi: NPFL anaghị arụ ọrụ ga-ata ụta maka ajọ CHAN Super Eagles,Amadi: Inactive NPFL To Blame For Woeful CHAN Super Eagles
Ronaldo kwuru na ya nwere ike ịkwụsị bọọlụ n'afọ na-abịa ma ọ bụ abụọ,Ronaldo Hints He Could Quit Football In Next Year Or Two
Tokyo 2020: Super Falcons ga-aga Abidjan taa maka ọgụ Cote d'lvoire,Tokyo 2020: Super Falcons Off To Abidjan Today For Cote d’l voire Clash
Solskjaer Rues Agbagharaghị bọọlụ aka n'ụlọ Man United Draw vs Arsenal,Solskjaer Rues Missed Handball In Man United’s Home Draw Vs Arsenal
Amapakabo na-ekwe nkwa ndị U-23 Eagles na-arụ ọrụ na-aga n'ihu na iko WAFU 2019,Amapakabo Assures U-23 Eagles Team Is Work In Progress At WAFU Cup 2019
FIFA nyere iwu ka Cardiff City kwụọ Nantes £ 5.3m maka mbufe Emiliano Sala,FIFA Mandates Cardiff City To Pay Nantes £5.3m For Late Emiliano Sala Transfer
"Rummenigge: Spurs ga-achọpụta na ọ siri ike idobe Kane, ndị ọzọ ogologo oge","Rummenigge: Spurs Will Find It Tough Keeping Kane, Others For Long Time"
Iko Mbaụwa WAFU: Ụlọ- Ugo Etufuru Togo Ọzọ,WAFU Nations Cup: Home- Eagles Lose To Togo Again
2019 IAAF Worlds: Mịnịsta na-echetara onye isi ọrụ nka na ụzụ AFN Adeleye na Nigeria maka mmejọ ọchịchị.,2019 IAAF Worlds: Minister Recalls AFN Technical Director Adeleye To Nigeria Over Maladministration
Zidane: Real Madrid enweghị ihu ọma na Derby Draw Vs Atletico,Zidane: Real Madrid Unlucky In Derby Draw Vs Atletico
Goolu Wijnaldum nwetara mmeri nke asaa maka Liverpool na Sheffield United,Wijnaldum’s Goal Secures 7th Win For Liverpool At Sheffield United
Oduduru Risks Disqualification For 2019 IAAF World Champs 100m Enweghị ngosi!,Oduduru Risks Disqualification For 2019 IAAF World Champs 100m No Show!
Marcinho nọchiri Danilo merụrụ ahụ na ndị otu Brazil maka egwuregwu enyi na enyi Super Eagles,Marcinho Replaces Injured Danilo In Brazil Squad For Super Eagles Friendly
"2019 IAAF Worlds: Ekevwo fegara 100m Semis, Okagbare wepụrụ na otu narị mita Satọde.","2019 IAAF Worlds: Ekevwo Flies Into 100m Semis, Okagbare Pulls Out Of Saturday’s100m"
Emery akpọọla Xhaka onye isi ndị Arsenal ka emechara ntuli aka ndị egwuregwu,Emery Names Xhaka New Arsenal Captain After Players’ Voting
Onye nchịkwa Sudan Logarusic boro ebubo na a gụghị ntuli aka maka Salah na FIFA Best Awards 2019,Sudan Coach Logarusic Alleges Own Vote For Salah Not Counted In FIFA Best Awards 2019
U-23 AFCON: Eagles Olympic ga-ama ndị mmegide na Wednesde ka CAF gbanwere ụbọchị osise.,U-23 AFCON: Olympic Eagles To Know Opponents On Wednesday As CAF Changes Draw Date
"Ụwa IAAF nke iri na asaa: Amusan, Brume bụ onye duru ndị Naijiria n'ịchụ nta nrite; Okagbare setịpụrụ maka mpụta nke ise","17th IAAF Worlds: Amusan, Brume Lead Nigeria’s Medals Hunt; Okagbare Set For 5th Appearance"
